country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
RUS,2002,1,short,1,14,8,5,3,3,9,21,33,43,50,87,115,137,185,267,366,529,689,971,1420,.,.,.,.,.,.
RUS,2002,1,short,1,15,15867,138,29,21,19,16,13,14,12,17,16,17,15,14,14,13,8,13,17,.,.,.,.,.,.
RUS,2002,1,short,1,16,982,431,318,402,1536,3330,4195,4676,5341,6277,6899,7151,6789,6295,5006,4109,3240,3195,4531,.,.,.,.,.,.
RUS,2003,1,short,1,0,17670,927,519,560,1747,3931,5935,7539,10233,14509,20105,27897,34826,49457,59969,83297,110653,156145,254136,.,.,.,.,.,.
RUS,2003,1,short,1,1,655,74,10,8,24,127,343,502,688,857,994,1022,836,720,508,371,285,217,260,.,.,.,.,.,.
RUS,2003,1,short,1,2,66,67,46,50,73,89,129,204,370,800,1762,3639,5711,9117,11731,14562,16645,16713,14548,.,.,.,.,.,.
RUS,2003,1,short,1,3,46,6,3,3,4,3,4,3,5,6,8,9,15,15,21,23,47,57,52,.,.,.,.,.,.
RUS,2003,1,short,1,4,75,10,5,5,6,14,32,35,36,55,76,95,148,173,198,266,263,230,212,.,.,.,.,.,.
RUS,2003,1,short,1,5,0,3,2,3,4,9,29,60,97,142,200,237,229,234,162,121,120,146,352,.,.,.,.,.,.
RUS,2003,1,short,1,6,282,85,46,41,50,55,71,113,153,201,295,320,328,316,253,209,242,216,340,.,.,.,.,.,.
RUS,2003,1,short,1,7,82,11,5,11,45,172,491,1008,1966,3659,5922,9170,12333,18454,22838,32261,44505,66907,113295,.,.,.,.,.,.
RUS,2003,1,short,1,8,22,1,2,4,11,27,76,147,310,634,1249,2349,3907,7850,11869,20687,30917,48380,89603,.,.,.,.,.,.
RUS,2003,1,short,1,9,4,0,1,2,2,6,10,19,33,59,118,240,443,953,1533,2905,4740,8314,18030,.,.,.,.,.,.
RUS,2003,1,short,1,10,1157,118,21,12,22,57,161,289,478,731,1004,1306,1347,1307,1061,904,835,978,1452,.,.,.,.,.,.
RUS,2003,1,short,1,11,37,4,3,7,6,13,29,48,99,165,316,561,910,1861,2733,4442,5575,7061,7948,.,.,.,.,.,.
RUS,2003,1,short,1,12,97,10,4,4,15,77,245,422,658,906,1191,1522,1719,1995,1953,1965,2313,2630,2622,.,.,.,.,.,.
RUS,2003,1,short,1,13,6,1,2,2,4,6,12,12,20,29,37,49,60,66,70,63,54,63,69,.,.,.,.,.,.
RUS,2003,1,short,1,14,15,2,1,2,8,23,27,43,49,74,103,142,190,242,322,526,708,926,1240,.,.,.,.,.,.
RUS,2003,1,short,1,15,14161,149,35,18,17,15,10,12,11,16,17,19,16,11,15,7,12,3,6,.,.,.,.,.,.
RUS,2003,1,short,1,16,965,385,330,390,1456,3238,4265,4621,5258,6175,6812,7213,6633,6139,4700,3987,3391,3302,4110,.,.,.,.,.,.
RUS,2004,1,short,1,0,16498,839,507,574,1705,3996,6184,7856,10297,14344,19616,26753,34070,47102,58478,80047,107874,149348,244065,.,.,.,.,.,.
RUS,2004,1,short,1,1,633,63,8,12,23,118,371,550,685,840,963,980,818,679,475,373,256,192,215,.,.,.,.,.,.
RUS,2004,1,short,1,2,94,75,50,47,74,98,142,192,368,752,1708,3437,5890,8893,11736,14463,16777,16756,14470,.,.,.,.,.,.
RUS,2004,1,short,1,3,47,7,3,3,4,4,4,2,5,7,5,10,16,13,22,28,34,41,35,.,.,.,.,.,.
RUS,2004,1,short,1,4,66,7,6,6,8,14,27,39,38,52,57,86,125,148,211,289,274,288,127,.,.,.,.,.,.
RUS,2004,1,short,1,5,0,2,2,2,4,9,28,60,91,138,176,210,212,195,154,106,98,147,398,.,.,.,.,.,.
RUS,2004,1,short,1,6,301,81,42,39,46,56,74,110,151,213,262,303,339,305,267,217,220,310,413,.,.,.,.,.,.
RUS,2004,1,short,1,7,129,14,10,16,42,212,578,1134,2058,3675,5899,8970,12091,17656,22212,31024,43324,64742,110621,.,.,.,.,.,.
RUS,2004,1,short,1,8,12,0,3,4,15,30,74,145,310,606,1220,2195,3835,7499,11675,19774,30435,45767,84876,.,.,.,.,.,.
RUS,2004,1,short,1,9,4,1,1,2,3,5,11,20,39,63,118,220,414,866,1365,2547,4266,7260,15837,.,.,.,.,.,.
RUS,2004,1,short,1,10,1067,85,18,9,20,62,160,307,453,727,970,1258,1265,1233,993,829,810,880,1403,.,.,.,.,.,.
RUS,2004,1,short,1,11,52,7,2,4,8,17,28,50,98,166,276,496,815,1598,2415,3971,5062,6351,7243,.,.,.,.,.,.
RUS,2004,1,short,1,12,90,8,4,6,17,87,283,493,730,969,1248,1501,1763,2028,1972,2057,2199,2507,3097,.,.,.,.,.,.
RUS,2004,1,short,1,13,7,1,2,2,6,6,10,15,18,28,37,43,60,61,65,66,54,68,104,.,.,.,.,.,.
RUS,2004,1,short,1,14,8,3,1,2,8,20,27,38,59,74,92,134,170,239,326,439,668,905,1257,.,.,.,.,.,.
RUS,2004,1,short,1,15,13077,122,34,21,20,15,12,12,13,12,16,15,15,11,8,11,7,12,6,.,.,.,.,.,.
RUS,2004,1,short,1,16,909,363,322,397,1406,3243,4355,4689,5181,6022,6569,6897,6242,5681,4582,3853,3390,3123,3962,.,.,.,.,.,.
RUS,2005,1,short,1,0,15477,844,479,527,1645,3923,6532,8286,10400,14474,19514,26791,33905,46248,57799,79547,108597,146595,243587,.,.,.,.,.,.
RUS,2005,1,short,1,1,562,65,10,8,23,144,446,604,729,883,971,1005,810,710,465,354,266,247,198,.,.,.,.,.,.
RUS,2005,1,short,1,2,78,66,48,47,70,99,131,197,344,755,1611,3360,5726,8727,11632,14305,16573,17041,15534,.,.,.,.,.,.
RUS,2005,1,short,1,3,42,9,2,4,3,4,2,4,6,5,7,12,14,17,19,28,31,50,48,.,.,.,.,.,.
RUS,2005,1,short,1,4,70,5,5,6,6,13,27,29,35,44,61,79,123,145,208,258,304,260,190,.,.,.,.,.,.
RUS,2005,1,short,1,5,0,1,3,1,2,11,30,64,98,131,172,207,205,194,144,98,115,138,303,.,.,.,.,.,.
RUS,2005,1,short,1,6,264,84,39,33,46,63,80,129,150,219,273,339,357,332,260,224,249,280,384,.,.,.,.,.,.
RUS,2005,1,short,1,7,107,20,9,16,59,216,655,1230,2126,3816,6074,9059,12241,17515,22261,31290,44200,64211,113487,.,.,.,.,.,.
RUS,2005,1,short,1,8,23,2,2,2,17,34,74,156,290,617,1146,2204,3758,7288,11280,19577,30310,44355,81662,.,.,.,.,.,.
RUS,2005,1,short,1,9,4,3,0,2,2,6,16,19,40,64,114,213,390,829,1361,2367,3977,6633,14951,.,.,.,.,.,.
RUS,2005,1,short,1,10,949,80,15,14,21,66,204,364,532,795,1032,1296,1339,1239,1034,929,987,1005,1656,.,.,.,.,.,.
RUS,2005,1,short,1,11,41,7,4,2,6,14,27,57,88,164,283,497,806,1453,2245,3769,5033,5737,7171,.,.,.,.,.,.
RUS,2005,1,short,1,12,83,12,3,4,17,104,340,603,834,1090,1371,1719,1865,2116,2087,2124,2368,2624,3165,.,.,.,.,.,.
RUS,2005,1,short,1,13,4,1,1,3,4,6,13,19,18,31,36,52,59,64,69,65,74,76,54,.,.,.,.,.,.
RUS,2005,1,short,1,14,8,1,2,2,5,16,33,41,49,66,92,110,163,229,299,446,629,951,1237,.,.,.,.,.,.
RUS,2005,1,short,1,15,12393,136,36,20,19,12,12,12,11,16,15,16,14,12,15,7,10,5,12,.,.,.,.,.,.
RUS,2005,1,short,1,16,846,353,300,362,1346,3114,4443,4758,5048,5777,6253,6623,6033,5379,4421,3703,3472,2981,3534,.,.,.,.,.,.
RUS,2006,1,short,1,0,14410,796,424,471,1585,3580,6236,7903,9201,12548,16769,23451,30378,40755,53933,74338,104752,140344,235875,.,.,.,.,.,.
RUS,2006,1,short,1,1,454,51,11,4,21,139,478,634,698,769,840,853,703,599,416,306,259,201,200,.,.,.,.,.,.
RUS,2006,1,short,1,2,73,68,40,47,75,89,132,194,327,728,1540,3253,5682,8138,11384,14151,16339,17102,15565,.,.,.,.,.,.
RUS,2006,1,short,1,3,71,9,3,2,3,4,3,2,4,4,6,7,12,15,24,29,40,38,18,.,.,.,.,.,.
RUS,2006,1,short,1,4,55,9,4,3,6,12,19,29,30,36,56,78,115,156,205,264,284,266,199,.,.,.,.,.,.
RUS,2006,1,short,1,5,0,1,2,0,3,9,30,66,85,115,147,171,174,167,131,97,99,186,295,.,.,.,.,.,.
RUS,2006,1,short,1,6,290,76,38,35,47,51,77,110,130,176,217,288,289,307,277,245,253,270,460,.,.,.,.,.,.
RUS,2006,1,short,1,7,108,22,6,11,54,206,639,1175,1843,3214,5117,7903,10908,15430,20726,29598,43959,63666,113805,.,.,.,.,.,.
RUS,2006,1,short,1,8,19,3,1,4,18,30,73,137,269,549,1039,1917,3392,6202,10361,17474,27965,40266,76973,.,.,.,.,.,.
RUS,2006,1,short,1,9,4,1,0,2,3,5,13,27,37,66,103,210,390,687,1136,1954,3352,5303,11464,.,.,.,.,.,.
RUS,2006,1,short,1,10,856,74,15,10,22,61,173,315,426,594,801,1034,1049,1032,933,846,947,1010,1697,.,.,.,.,.,.
RUS,2006,1,short,1,11,25,4,4,3,5,16,35,55,82,137,219,382,652,1194,1925,3245,4790,5640,6850,.,.,.,.,.,.
RUS,2006,1,short,1,12,75,8,4,4,19,106,338,579,765,1025,1235,1529,1738,1964,2025,2172,2317,2589,3272,.,.,.,.,.,.
RUS,2006,1,short,1,13,4,2,1,1,4,6,11,16,19,30,35,41,55,66,66,61,69,81,61,.,.,.,.,.,.
RUS,2006,1,short,1,14,15,1,2,1,4,13,25,40,44,61,78,112,157,220,301,424,641,797,1289,.,.,.,.,.,.
RUS,2006,1,short,1,15,11620,127,31,22,21,12,12,13,11,13,14,15,15,12,12,9,8,13,6,.,.,.,.,.,.
RUS,2006,1,short,1,16,740,340,261,319,1280,2820,4174,4510,4430,5030,5320,5659,5050,4569,4013,3464,3430,2916,3719,.,.,.,.,.,.
RUS,2007,1,short,1,0,13553,720,403,486,1499,3328,5736,7460,8528,11462,15363,21167,28062,37930,52394,70194,102703,137892,229811,.,.,.,.,.,.
RUS,2007,1,short,1,1,452,48,8,6,17,133,479,679,667,708,769,742,637,516,401,315,248,199,210,.,.,.,.,.,.
RUS,2007,1,short,1,2,70,59,44,47,62,90,127,211,345,695,1524,3128,5496,8098,11662,13980,16620,17004,15539,.,.,.,.,.,.
RUS,2007,1,short,1,3,39,8,1,3,3,4,4,4,5,5,7,7,12,18,22,26,42,49,72,.,.,.,.,.,.
RUS,2007,1,short,1,4,56,5,3,4,8,12,19,22,31,39,52,64,109,147,190,258,266,243,245,.,.,.,.,.,.
RUS,2007,1,short,1,5,0,0,1,1,2,10,28,53,80,113,130,145,154,168,122,73,94,139,316,.,.,.,.,.,.
RUS,2007,1,short,1,6,245,80,36,31,46,45,77,103,120,158,205,248,265,282,260,243,261,326,413,.,.,.,.,.,.
RUS,2007,1,short,1,7,122,13,9,10,52,170,542,1073,1637,2888,4630,7100,10078,14301,20092,28171,43561,63349,115077,.,.,.,.,.,.
RUS,2007,1,short,1,8,23,3,2,5,14,29,63,134,244,501,950,1722,3055,5385,9679,15681,26640,38839,71838,.,.,.,.,.,.
RUS,2007,1,short,1,9,4,0,0,2,3,7,14,24,38,59,104,184,348,660,1139,1808,3158,5055,9643,.,.,.,.,.,.
RUS,2007,1,short,1,10,822,65,18,10,20,66,172,306,392,565,717,895,954,981,928,870,1039,1109,2029,.,.,.,.,.,.
RUS,2007,1,short,1,11,27,4,2,2,9,12,27,49,70,118,188,325,580,1050,1803,2945,4512,5226,6536,.,.,.,.,.,.
RUS,2007,1,short,1,12,87,9,3,5,16,96,314,568,741,971,1194,1447,1633,1928,1986,2120,2338,2699,3252,.,.,.,.,.,.
RUS,2007,1,short,1,13,1,2,1,2,4,5,10,17,20,24,26,44,52,57,67,66,67,53,78,.,.,.,.,.,.
RUS,2007,1,short,1,14,13,1,1,1,4,14,20,35,37,48,77,98,132,199,295,423,601,797,1176,.,.,.,.,.,.
RUS,2007,1,short,1,15,10864,108,27,20,13,13,10,7,11,11,12,17,13,14,12,7,9,9,6,.,.,.,.,.,.
RUS,2007,1,short,1,16,730,314,248,337,1227,2624,3832,4176,4092,4556,4780,4999,4546,4125,3737,3209,3248,2796,3380,.,.,.,.,.,.
RUS,2008,1,short,1,0,12008,659,346,415,1455,3028,5244,7365,8296,11071,14909,20773,28432,37469,52786,69075,101588,138659,224457,.,.,.,.,.,.
RUS,2008,1,short,1,1,341,50,9,6,17,116,481,749,698,685,759,746,628,507,402,289,227,189,184,.,.,.,.,.,.
RUS,2008,1,short,1,2,59,63,37,38,65,85,117,199,338,677,1475,3087,5590,8030,11537,13904,16218,17069,15813,.,.,.,.,.,.
RUS,2008,1,short,1,3,37,8,2,2,3,4,5,3,4,4,8,10,12,18,18,28,44,43,69,.,.,.,.,.,.
RUS,2008,1,short,1,4,42,6,4,4,7,11,17,27,32,31,48,68,99,148,191,257,272,209,224,.,.,.,.,.,.
RUS,2008,1,short,1,5,0,0,1,0,1,9,32,59,78,109,141,165,170,164,117,95,88,110,320,.,.,.,.,.,.
RUS,2008,1,short,1,6,228,56,39,40,39,43,69,108,124,167,203,253,281,290,279,274,297,309,454,.,.,.,.,.,.
RUS,2008,1,short,1,7,89,12,5,9,56,153,501,1056,1611,2827,4579,7061,10280,14239,20352,28018,43819,63937,113636,.,.,.,.,.,.
RUS,2008,1,short,1,8,14,2,1,4,17,31,58,137,249,502,899,1633,3036,5238,9740,14912,25673,38565,68461,.,.,.,.,.,.
RUS,2008,1,short,1,9,5,0,1,1,3,8,19,30,42,63,107,191,354,603,1146,1756,3015,5148,8772,.,.,.,.,.,.
RUS,2008,1,short,1,10,673,52,12,9,22,52,161,308,410,565,723,923,1031,1027,1016,977,1202,1249,2181,.,.,.,.,.,.
RUS,2008,1,short,1,11,17,4,2,3,5,13,30,53,70,104,179,341,606,991,1856,2840,4387,5255,6289,.,.,.,.,.,.
RUS,2008,1,short,1,12,58,9,3,4,15,86,312,604,772,1010,1199,1445,1731,2015,2094,2106,2420,2745,3273,.,.,.,.,.,.
RUS,2008,1,short,1,13,4,2,2,1,3,6,12,22,19,22,29,38,48,60,63,66,53,53,92,.,.,.,.,.,.
RUS,2008,1,short,1,14,7,2,2,1,7,12,21,28,39,48,72,96,138,191,302,406,641,802,1190,.,.,.,.,.,.
RUS,2008,1,short,1,15,9757,97,24,17,14,12,11,9,9,9,14,13,15,11,10,9,14,8,17,.,.,.,.,.,.
RUS,2008,1,short,1,16,675,296,203,274,1181,2386,3401,3974,3802,4247,4476,4702,4413,3939,3661,3138,3218,2967,3483,.,.,.,.,.,.
RUS,2009,1,short,1,0,11455,607,363,409,1300,2706,4738,6864,7716,9852,13621,19306,26611,37137,50562,68466,98811,133765,218347,.,.,.,.,.,.
RUS,2009,1,short,1,1,330,48,9,4,14,102,464,789,715,666,674,672,604,472,383,307,244,218,175,.,.,.,.,.,.
RUS,2009,1,short,1,2,74,55,46,43,69,83,125,199,313,666,1431,3041,5451,8316,11562,14272,16135,16865,17131,.,.,.,.,.,.
RUS,2009,1,short,1,3,43,5,3,1,3,3,2,4,5,6,5,9,14,15,21,26,45,24,53,.,.,.,.,.,.
RUS,2009,1,short,1,4,43,5,5,6,6,11,17,21,30,33,43,64,93,151,174,246,285,280,174,.,.,.,.,.,.
RUS,2009,1,short,1,5,0,0,0,0,1,8,20,47,66,88,117,134,153,147,115,96,108,131,296,.,.,.,.,.,.
RUS,2009,1,short,1,6,244,62,42,32,44,49,72,95,114,131,193,228,273,318,291,333,342,448,689,.,.,.,.,.,.
RUS,2009,1,short,1,7,146,16,8,16,45,140,443,945,1486,2473,4087,6531,9499,14122,19452,27817,43187,62953,111073,.,.,.,.,.,.
RUS,2009,1,short,1,8,19,0,2,3,16,29,55,130,233,437,841,1547,2745,4967,8854,14153,23596,35419,63584,.,.,.,.,.,.
RUS,2009,1,short,1,9,1,1,1,1,4,7,18,31,39,60,101,190,338,636,1108,1612,2765,4339,7615,.,.,.,.,.,.
RUS,2009,1,short,1,10,568,57,13,11,28,55,166,322,362,509,653,846,957,1012,981,1059,1255,1415,2350,.,.,.,.,.,.
RUS,2009,1,short,1,11,23,3,1,1,6,8,27,45,60,99,161,289,552,989,1771,2809,4577,5020,6660,.,.,.,.,.,.
RUS,2009,1,short,1,12,63,5,4,5,11,70,272,573,706,923,1139,1389,1682,2004,2092,2188,2489,2791,3878,.,.,.,.,.,.
RUS,2009,1,short,1,13,3,1,0,1,3,5,11,18,19,23,26,39,52,61,70,63,57,65,74,.,.,.,.,.,.
RUS,2009,1,short,1,14,3,2,2,2,4,11,18,31,37,47,70,104,140,215,308,418,639,856,1237,.,.,.,.,.,.
RUS,2009,1,short,1,15,9245,98,27,19,15,14,9,10,8,10,13,13,18,13,17,10,4,12,5,.,.,.,.,.,.
RUS,2009,1,short,1,16,650,249,199,266,1030,2111,3019,3605,3525,3685,4066,4211,4042,3700,3365,3054,3083,2928,3354,.,.,.,.,.,.
RUS,2010,1,short,1,0,10750,605,360,390,1192,2561,4519,6852,7987,9836,13408,18607,26260,37094,49822,68368,97273,135129,215672,.,.,.,.,.,.
RUS,2010,1,short,1,1,376,42,11,7,17,92,437,835,724,639,620,617,590,443,355,271,256,184,224,.,.,.,.,.,.
RUS,2010,1,short,1,2,75,62,37,35,56,81,122,201,323,652,1423,2918,5367,8313,11470,14030,16055,16640,17129,.,.,.,.,.,.
RUS,2010,1,short,1,3,48,9,2,1,2,3,3,5,5,5,5,8,11,16,25,25,33,37,43,.,.,.,.,.,.
RUS,2010,1,short,1,4,39,8,6,5,5,10,15,20,30,35,43,56,88,153,162,243,280,251,228,.,.,.,.,.,.
RUS,2010,1,short,1,5,0,0,1,0,2,10,26,57,80,101,120,147,149,157,117,103,114,122,252,.,.,.,.,.,.
RUS,2010,1,short,1,6,306,63,46,30,37,43,71,93,133,149,196,246,318,366,379,420,560,605,834,.,.,.,.,.,.
RUS,2010,1,short,1,7,143,16,9,16,38,141,433,980,1559,2480,4128,6402,9467,14213,19428,28039,42567,64657,110574,.,.,.,.,.,.
RUS,2010,1,short,1,8,9,0,3,1,11,28,57,132,242,453,841,1483,2671,4878,8491,13846,22947,35222,61781,.,.,.,.,.,.
RUS,2010,1,short,1,9,2,0,1,1,3,8,20,33,47,68,112,188,330,639,1155,1728,2705,4432,8083,.,.,.,.,.,.
RUS,2010,1,short,1,10,519,45,15,9,20,44,148,309,376,462,620,754,907,998,1008,1043,1258,1643,2556,.,.,.,.,.,.
RUS,2010,1,short,1,11,21,3,1,2,5,10,20,49,63,96,146,260,509,956,1657,2658,4297,4572,5804,.,.,.,.,.,.
RUS,2010,1,short,1,12,55,8,4,3,10,75,267,571,771,978,1200,1402,1713,2102,2073,2336,2465,2891,3395,.,.,.,.,.,.
RUS,2010,1,short,1,13,6,1,1,2,1,5,13,18,19,22,28,39,44,65,64,83,70,61,100,.,.,.,.,.,.
RUS,2010,1,short,1,14,2,3,2,2,4,8,16,27,35,44,60,88,146,219,298,449,623,845,1321,.,.,.,.,.,.
RUS,2010,1,short,1,15,8596,91,22,14,12,11,9,9,9,11,11,15,15,19,13,9,15,7,24,.,.,.,.,.,.
RUS,2010,1,short,1,16,552,255,198,261,971,1994,2863,3512,3568,3641,3856,3985,3935,3556,3127,3086,3029,2956,3325,.,.,.,.,.,.
RUS,2011,1,short,1,0,10545,577,318,373,1157,2419,4091,6434,7703,9135,12505,17170,24737,35266,45118,64080,90987,126960,196514,.,.,.,.,.,.
RUS,2011,1,short,1,1,304,31,9,6,13,90,386,893,814,642,612,554,534,444,343,256,241,177,158,.,.,.,.,.,.
RUS,2011,1,short,1,2,63,59,38,43,60,77,113,200,335,650,1349,2803,5313,8276,10957,13911,16012,16294,17137,.,.,.,.,.,.
RUS,2011,1,short,1,3,35,5,2,1,3,1,4,3,4,4,8,9,9,22,23,36,33,62,70,.,.,.,.,.,.
RUS,2011,1,short,1,4,41,9,5,4,4,7,15,23,22,33,39,52,86,134,176,236,297,262,230,.,.,.,.,.,.
RUS,2011,1,short,1,5,0,0,0,0,2,6,17,43,62,82,88,110,121,130,90,65,81,102,219,.,.,.,.,.,.
RUS,2011,1,short,1,6,227,54,33,34,38,43,63,102,126,144,188,241,293,351,376,483,608,696,1069,.,.,.,.,.,.
RUS,2011,1,short,1,7,98,10,7,9,46,125,383,875,1463,2282,3813,5860,8880,13406,17404,26080,40010,61759,100943,.,.,.,.,.,.
RUS,2011,1,short,1,8,15,1,1,3,12,25,56,127,239,422,775,1341,2411,4436,7148,12201,19636,31032,53833,.,.,.,.,.,.
RUS,2011,1,short,1,9,0,0,0,1,3,7,17,31,51,65,109,193,328,634,1042,1700,2714,4243,7120,.,.,.,.,.,.
RUS,2011,1,short,1,10,491,49,15,11,21,48,152,315,401,471,614,735,903,977,949,1044,1309,1530,2544,.,.,.,.,.,.
RUS,2011,1,short,1,11,23,3,2,2,5,10,25,54,59,87,139,259,497,925,1482,2476,3971,4308,5258,.,.,.,.,.,.
RUS,2011,1,short,1,12,49,8,3,3,12,61,245,556,756,918,1121,1299,1582,1987,2045,2256,2449,2718,3526,.,.,.,.,.,.
RUS,2011,1,short,1,13,5,0,0,2,3,4,10,23,24,21,28,37,49,62,56,75,91,58,95,.,.,.,.,.,.
RUS,2011,1,short,1,14,9,1,1,1,3,10,18,20,35,45,61,72,126,193,264,407,655,815,1306,.,.,.,.,.,.
RUS,2011,1,short,1,15,8665,96,21,15,12,10,9,8,7,10,14,9,19,13,12,15,14,16,12,.,.,.,.,.,.
RUS,2011,1,short,1,16,517,251,179,240,924,1891,2576,3158,3304,3257,3546,3595,3585,3277,2753,2838,2863,2889,2993,.,.,.,.,.,.
RUS,2012,1,short,1,0,10009,535,331,360,1120,2384,3845,6170,7541,8609,11710,16217,23306,33620,42465,63871,87142,125678,192837,.,.,.,.,.,.
RUS,2012,1,short,1,1,356,45,9,5,7,72,335,813,811,625,567,502,472,393,332,284,233,165,212,.,.,.,.,.,.
RUS,2012,1,short,1,2,56,47,44,37,59,70,111,193,329,628,1319,2699,5104,8005,10574,13996,15617,15766,16878,.,.,.,.,.,.
RUS,2012,1,short,1,3,29,5,2,1,2,2,2,3,3,4,5,7,11,14,28,29,29,30,42,.,.,.,.,.,.
RUS,2012,1,short,1,4,31,5,2,3,2,8,15,20,28,26,37,59,88,150,208,289,323,310,319,.,.,.,.,.,.
RUS,2012,1,short,1,5,0,0,0,0,1,6,19,37,59,73,90,101,107,116,88,76,108,135,228,.,.,.,.,.,.
RUS,2012,1,short,1,6,229,56,35,31,40,38,54,90,114,128,165,228,260,338,334,528,636,675,1065,.,.,.,.,.,.
RUS,2012,1,short,1,7,60,14,6,14,49,123,337,837,1369,2116,3536,5474,8371,12808,16419,25982,38238,60881,100290,.,.,.,.,.,.
RUS,2012,1,short,1,8,16,2,1,3,8,24,51,114,231,383,722,1260,2219,4144,6346,11854,18388,30932,51242,.,.,.,.,.,.
RUS,2012,1,short,1,9,3,1,0,1,2,9,14,36,49,64,108,185,326,605,972,1720,2556,4095,6756,.,.,.,.,.,.
RUS,2012,1,short,1,10,434,41,18,11,21,40,110,255,356,415,519,642,789,915,886,1131,1314,1815,2632,.,.,.,.,.,.
RUS,2012,1,short,1,11,32,4,2,2,4,9,18,44,62,75,145,227,470,885,1342,2381,3762,4194,4840,.,.,.,.,.,.
RUS,2012,1,short,1,12,52,7,3,2,11,56,213,535,790,885,1086,1264,1526,1918,1953,2245,2511,2788,3658,.,.,.,.,.,.
RUS,2012,1,short,1,13,5,0,1,2,2,4,10,19,21,25,24,38,46,56,68,71,75,75,98,.,.,.,.,.,.
RUS,2012,1,short,1,14,2,1,2,2,3,6,14,23,36,42,60,91,118,191,289,449,615,834,1358,.,.,.,.,.,.
RUS,2012,1,short,1,15,8204,65,26,14,11,9,8,8,7,13,11,10,15,14,17,16,10,14,14,.,.,.,.,.,.
RUS,2012,1,short,1,16,498,242,179,234,899,1908,2530,3145,3277,3109,3315,3432,3384,3069,2610,2821,2727,2968,3204,.,.,.,.,.,.
RUS,2013,1,short,1,0,9113,495,290,355,1093,2281,3654,5942,7557,8499,11237,15525,22112,32550,40800,61960,83128,121253,185550,.,.,.,.,.,.
RUS,2013,1,short,1,1,333,36,8,4,9,67,288,796,875,637,530,475,443,379,272,231,221,191,212,.,.,.,.,.,.
RUS,2013,1,short,1,2,48,52,39,36,51,83,106,180,322,631,1310,2679,4973,8072,10507,13794,15443,15546,16191,.,.,.,.,.,.
RUS,2013,1,short,1,3,23,4,1,1,2,4,3,4,5,5,5,8,12,16,18,33,36,48,66,.,.,.,.,.,.
RUS,2013,1,short,1,4,27,4,2,7,5,9,13,16,25,29,41,64,107,188,252,326,482,407,444,.,.,.,.,.,.
RUS,2013,1,short,1,5,1,0,0,0,1,4,14,38,60,62,85,88,101,102,95,112,170,220,423,.,.,.,.,.,.
RUS,2013,1,short,1,6,229,53,40,33,46,36,57,91,115,140,159,198,264,344,380,623,925,1192,1801,.,.,.,.,.,.
RUS,2013,1,short,1,7,74,12,5,13,50,132,340,797,1360,2058,3315,5158,7726,12096,15350,24300,35228,57535,93791,.,.,.,.,.,.
RUS,2013,1,short,1,8,20,1,2,2,9,21,49,111,224,403,717,1185,2135,3921,6064,11587,17177,29307,49768,.,.,.,.,.,.
RUS,2013,1,short,1,9,2,1,0,1,2,6,13,31,44,64,101,177,309,568,913,1622,2331,3903,6088,.,.,.,.,.,.
RUS,2013,1,short,1,10,429,44,15,13,19,34,107,238,357,418,522,655,788,911,908,1212,1396,1915,3137,.,.,.,.,.,.
RUS,2013,1,short,1,11,30,5,2,4,6,8,17,34,59,71,123,233,413,892,1314,2561,3793,4310,5154,.,.,.,.,.,.
RUS,2013,1,short,1,12,51,8,4,3,9,44,194,493,747,864,1042,1236,1483,1844,1946,2320,2526,2855,3756,.,.,.,.,.,.
RUS,2013,1,short,1,13,7,1,0,2,3,3,8,16,22,23,26,40,46,56,64,77,81,77,67,.,.,.,.,.,.
RUS,2013,1,short,1,14,5,1,2,2,3,7,16,21,32,38,59,72,120,212,303,480,708,929,1374,.,.,.,.,.,.
RUS,2013,1,short,1,15,7335,65,20,12,13,10,7,8,8,10,10,13,13,13,15,13,15,14,18,.,.,.,.,.,.
RUS,2013,1,short,1,16,495,208,152,226,864,1811,2420,3066,3299,3046,3194,3243,3177,2936,2398,2670,2597,2803,3258,.,.,.,.,.,.
RUS,2014,1,short,1,0,8246,491,281,368,1086,2245,3568,5788,7832,8726,11188,15334,22060,31991,41372,60132,83222,118232,182298,.,.,.,.,.,.
RUS,2014,1,short,1,1,299,28,6,4,7,52,264,757,977,660,542,436,413,352,263,230,204,180,180,.,.,.,.,.,.
RUS,2014,1,short,1,2,58,50,33,35,52,71,109,181,326,606,1256,2564,4859,7852,10696,13513,15578,14950,15399,.,.,.,.,.,.
RUS,2014,1,short,1,3,46,7,3,2,3,2,2,4,5,5,9,6,15,18,32,34,55,49,64,.,.,.,.,.,.
RUS,2014,1,short,1,4,44,6,4,5,6,8,15,16,24,39,57,88,151,267,435,538,753,791,668,.,.,.,.,.,.
RUS,2014,1,short,1,5,0,0,0,0,1,4,13,41,57,74,85,95,115,139,125,218,394,641,1171,.,.,.,.,.,.
RUS,2014,1,short,1,6,255,56,37,35,44,42,52,82,119,147,178,223,300,441,570,1125,1917,2754,4310,.,.,.,.,.,.
RUS,2014,1,short,1,7,60,10,9,16,54,147,369,768,1365,2069,3148,4971,7580,11402,14954,22383,33152,52905,88846,.,.,.,.,.,.
